state	WA1991_2005.5__1700.0	WA1991_2005.5__1701.532663316583	WA1991_2005.5__1703.0653266331658	WA1991_2005.5__1704.5979899497488	WA1991_2005.5__1706.1306532663316	WA1991_2005.5__1707.6633165829146	WA1991_2005.5__1709.1959798994974	WA1991_2005.5__1710.7286432160804	WA1991_2005.5__1712.2613065326634	WA1991_2005.5__1713.7939698492462	WA1991_2005.5__1715.3266331658292	WA1991_2005.5__1716.859296482412	WA1991_2005.5__1718.391959798995	WA1991_2005.5__1719.9246231155778	WA1991_2005.5__1721.4572864321608	WA1991_2005.5__1722.9899497487438	WA1991_2005.5__1724.5226130653266	WA1991_2005.5__1726.0552763819096	WA1991_2005.5__1727.5879396984924	WA1991_2005.5__1729.1206030150754	WA1991_2005.5__1730.6532663316582	WA1991_2005.5__1732.1859296482412	WA1991_2005.5__1733.7185929648242	WA1991_2005.5__1735.251256281407	WA1991_2005.5__1736.78391959799	WA1991_2005.5__1738.3165829145728	WA1991_2005.5__1739.8492462311558	WA1991_2005.5__1741.3819095477386	WA1991_2005.5__1742.9145728643216	WA1991_2005.5__1744.4472361809046	WA1991_2005.5__1745.9798994974874	WA1991_2005.5__1747.5125628140704	WA1991_2005.5__1749.0452261306532	WA1991_2005.5__1750.5778894472362	WA1991_2005.5__1752.1105527638192	WA1991_2005.5__1753.643216080402	WA1991_2005.5__1755.175879396985	WA1991_2005.5__1756.7085427135678	WA1991_2005.5__1758.2412060301508	WA1991_2005.5__1759.7738693467336	WA1991_2005.5__1761.3065326633166	WA1991_2005.5__1762.8391959798996	WA1991_2005.5__1764.3718592964824	WA1991_2005.5__1765.9045226130654	WA1991_2005.5__1767.4371859296482	WA1991_2005.5__1768.9698492462312	WA1991_2005.5__1770.502512562814	WA1991_2005.5__1772.035175879397	WA1991_2005.5__1773.56783919598	WA1991_2005.5__1775.1005025125628	WA1991_2005.5__1776.6331658291458	WA1991_2005.5__1778.1658291457286	WA1991_2005.5__1779.6984924623116	WA1991_2005.5__1781.2311557788944	WA1991_2005.5__1782.7638190954774	WA1991_2005.5__1784.2964824120604	WA1991_2005.5__1785.8291457286432	WA1991_2005.5__1787.3618090452262	WA1991_2005.5__1788.894472361809	WA1991_2005.5__1790.427135678392	WA1991_2005.5__1791.9597989949748	WA1991_2005.5__1793.4924623115578	WA1991_2005.5__1795.0251256281408	WA1991_2005.5__1796.5577889447236	WA1991_2005.5__1798.0904522613066	WA1991_2005.5__1799.6231155778894	WA1991_2005.5__1801.1557788944724	WA1991_2005.5__1802.6884422110552	WA1991_2005.5__1804.2211055276382	WA1991_2005.5__1805.7537688442212	WA1991_2005.5__1807.286432160804	WA1991_2005.5__1808.819095477387	WA1991_2005.5__1810.3517587939698	WA1991_2005.5__1811.8844221105528	WA1991_2005.5__1813.4170854271356	WA1991_2005.5__1814.9497487437186	WA1991_2005.5__1816.4824120603016	WA1991_2005.5__1818.0150753768844	WA1991_2005.5__1819.5477386934674	WA1991_2005.5__1821.0804020100502	WA1991_2005.5__1822.6130653266332	WA1991_2005.5__1824.145728643216	WA1991_2005.5__1825.678391959799	WA1991_2005.5__1827.211055276382	WA1991_2005.5__1828.7437185929648	WA1991_2005.5__1830.2763819095478	WA1991_2005.5__1831.8090452261306	WA1991_2005.5__1833.3417085427136	WA1991_2005.5__1834.8743718592964	WA1991_2005.5__1836.4070351758794	WA1991_2005.5__1837.9396984924624	WA1991_2005.5__1839.4723618090452	WA1991_2005.5__1841.0050251256282	WA1991_2005.5__1842.537688442211	WA1991_2005.5__1844.070351758794	WA1991_2005.5__1845.6030150753768	WA1991_2005.5__1847.1356783919598	WA1991_2005.5__1848.6683417085428	WA1991_2005.5__1850.2010050251256	WA1991_2005.5__1851.7336683417086	WA1991_2005.5__1853.2663316582914	WA1991_2005.5__1854.7989949748744	WA1991_2005.5__1856.3316582914572	WA1991_2005.5__1857.8643216080402	WA1991_2005.5__1859.3969849246232	WA1991_2005.5__1860.929648241206	WA1991_2005.5__1862.462311557789	WA1991_2005.5__1863.9949748743718	WA1991_2005.5__1865.5276381909548	WA1991_2005.5__1867.0603015075376	WA1991_2005.5__1868.5929648241206	WA1991_2005.5__1870.1256281407036	WA1991_2005.5__1871.6582914572864	WA1991_2005.5__1873.1909547738694	WA1991_2005.5__1874.7236180904522	WA1991_2005.5__1876.2562814070352	WA1991_2005.5__1877.788944723618	WA1991_2005.5__1879.321608040201	WA1991_2005.5__1880.854271356784	WA1991_2005.5__1882.3869346733668	WA1991_2005.5__1883.9195979899498	WA1991_2005.5__1885.4522613065326	WA1991_2005.5__1886.9849246231156	WA1991_2005.5__1888.5175879396984	WA1991_2005.5__1890.0502512562814	WA1991_2005.5__1891.5829145728644	WA1991_2005.5__1893.1155778894472	WA1991_2005.5__1894.6482412060302	WA1991_2005.5__1896.180904522613	WA1991_2005.5__1897.713567839196	WA1991_2005.5__1899.2462311557788	WA1991_2005.5__1900.7788944723618	WA1991_2005.5__1902.3115577889448	WA1991_2005.5__1903.8442211055276	WA1991_2005.5__1905.3768844221106	WA1991_2005.5__1906.9095477386934	WA1991_2005.5__1908.4422110552764	WA1991_2005.5__1909.9748743718592	WA1991_2005.5__1911.5075376884422	WA1991_2005.5__1913.0402010050252	WA1991_2005.5__1914.572864321608	WA1991_2005.5__1916.105527638191	WA1991_2005.5__1917.6381909547738	WA1991_2005.5__1919.1708542713568	WA1991_2005.5__1920.7035175879396	WA1991_2005.5__1922.2361809045226	WA1991_2005.5__1923.7688442211056	WA1991_2005.5__1925.3015075376884	WA1991_2005.5__1926.8341708542714	WA1991_2005.5__1928.3668341708542	WA1991_2005.5__1929.8994974874372	WA1991_2005.5__1931.43216080402	WA1991_2005.5__1932.964824120603	WA1991_2005.5__1934.497487437186	WA1991_2005.5__1936.0301507537688	WA1991_2005.5__1937.5628140703518	WA1991_2005.5__1939.0954773869346	WA1991_2005.5__1940.6281407035176	WA1991_2005.5__1942.1608040201006	WA1991_2005.5__1943.6934673366834	WA1991_2005.5__1945.2261306532664	WA1991_2005.5__1946.7587939698492	WA1991_2005.5__1948.2914572864322	WA1991_2005.5__1949.8241206030152	WA1991_2005.5__1951.356783919598	WA1991_2005.5__1952.889447236181	WA1991_2005.5__1954.4221105527638	WA1991_2005.5__1955.9547738693468	WA1991_2005.5__1957.4874371859296	WA1991_2005.5__1959.0201005025126	WA1991_2005.5__1960.5527638190956	WA1991_2005.5__1962.0854271356784	WA1991_2005.5__1963.6180904522612	WA1991_2005.5__1965.1507537688442	WA1991_2005.5__1966.6834170854272	WA1991_2005.5__1968.21608040201	WA1991_2005.5__1969.748743718593	WA1991_2005.5__1971.281407035176	WA1991_2005.5__1972.8140703517588	WA1991_2005.5__1974.3467336683416	WA1991_2005.5__1975.8793969849246	WA1991_2005.5__1977.4120603015076	WA1991_2005.5__1978.9447236180904	WA1991_2005.5__1980.4773869346734	WA1991_2005.5__1982.0100502512564	WA1991_2005.5__1983.5427135678392	WA1991_2005.5__1985.075376884422	WA1991_2005.5__1986.608040201005	WA1991_2005.5__1988.140703517588	WA1991_2005.5__1989.6733668341708	WA1991_2005.5__1991.2060301507538	WA1991_2005.5__1992.7386934673368	WA1991_2005.5__1994.2713567839196	WA1991_2005.5__1995.8040201005026	WA1991_2005.5__1997.3366834170854	WA1991_2005.5__1998.8693467336684	WA1991_2005.5__2000.4020100502512	WA1991_2005.5__2001.9346733668342	WA1991_2005.5__2003.4673366834172	WA1991_2005.5__2005.0	NJ2938_2005.5__1700.0	NJ2938_2005.5__1701.532663316583	NJ2938_2005.5__1703.0653266331658	NJ2938_2005.5__1704.5979899497488	NJ2938_2005.5__1706.1306532663316	NJ2938_2005.5__1707.6633165829146	NJ2938_2005.5__1709.1959798994974	NJ2938_2005.5__1710.7286432160804	NJ2938_2005.5__1712.2613065326634	NJ2938_2005.5__1713.7939698492462	NJ2938_2005.5__1715.3266331658292	NJ2938_2005.5__1716.859296482412	NJ2938_2005.5__1718.391959798995	NJ2938_2005.5__1719.9246231155778	NJ2938_2005.5__1721.4572864321608	NJ2938_2005.5__1722.9899497487438	NJ2938_2005.5__1724.5226130653266	NJ2938_2005.5__1726.0552763819096	NJ2938_2005.5__1727.5879396984924	NJ2938_2005.5__1729.1206030150754	NJ2938_2005.5__1730.6532663316582	NJ2938_2005.5__1732.1859296482412	NJ2938_2005.5__1733.7185929648242	NJ2938_2005.5__1735.251256281407	NJ2938_2005.5__1736.78391959799	NJ2938_2005.5__1738.3165829145728	NJ2938_2005.5__1739.8492462311558	NJ2938_2005.5__1741.3819095477386	NJ2938_2005.5__1742.9145728643216	NJ2938_2005.5__1744.4472361809046	NJ2938_2005.5__1745.9798994974874	NJ2938_2005.5__1747.5125628140704	NJ2938_2005.5__1749.0452261306532	NJ2938_2005.5__1750.5778894472362	NJ2938_2005.5__1752.1105527638192	NJ2938_2005.5__1753.643216080402	NJ2938_2005.5__1755.175879396985	NJ2938_2005.5__1756.7085427135678	NJ2938_2005.5__1758.2412060301508	NJ2938_2005.5__1759.7738693467336	NJ2938_2005.5__1761.3065326633166	NJ2938_2005.5__1762.8391959798996	NJ2938_2005.5__1764.3718592964824	NJ2938_2005.5__1765.9045226130654	NJ2938_2005.5__1767.4371859296482	NJ2938_2005.5__1768.9698492462312	NJ2938_2005.5__1770.502512562814	NJ2938_2005.5__1772.035175879397	NJ2938_2005.5__1773.56783919598	NJ2938_2005.5__1775.1005025125628	NJ2938_2005.5__1776.6331658291458	NJ2938_2005.5__1778.1658291457286	NJ2938_2005.5__1779.6984924623116	NJ2938_2005.5__1781.2311557788944	NJ2938_2005.5__1782.7638190954774	NJ2938_2005.5__1784.2964824120604	NJ2938_2005.5__1785.8291457286432	NJ2938_2005.5__1787.3618090452262	NJ2938_2005.5__1788.894472361809	NJ2938_2005.5__1790.427135678392	NJ2938_2005.5__1791.9597989949748	NJ2938_2005.5__1793.4924623115578	NJ2938_2005.5__1795.0251256281408	NJ2938_2005.5__1796.5577889447236	NJ2938_2005.5__1798.0904522613066	NJ2938_2005.5__1799.6231155778894	NJ2938_2005.5__1801.1557788944724	NJ2938_2005.5__1802.6884422110552	NJ2938_2005.5__1804.2211055276382	NJ2938_2005.5__1805.7537688442212	NJ2938_2005.5__1807.286432160804	NJ2938_2005.5__1808.819095477387	NJ2938_2005.5__1810.3517587939698	NJ2938_2005.5__1811.8844221105528	NJ2938_2005.5__1813.4170854271356	NJ2938_2005.5__1814.9497487437186	NJ2938_2005.5__1816.4824120603016	NJ2938_2005.5__1818.0150753768844	NJ2938_2005.5__1819.5477386934674	NJ2938_2005.5__1821.0804020100502	NJ2938_2005.5__1822.6130653266332	NJ2938_2005.5__1824.145728643216	NJ2938_2005.5__1825.678391959799	NJ2938_2005.5__1827.211055276382	NJ2938_2005.5__1828.7437185929648	NJ2938_2005.5__1830.2763819095478	NJ2938_2005.5__1831.8090452261306	NJ2938_2005.5__1833.3417085427136	NJ2938_2005.5__1834.8743718592964	NJ2938_2005.5__1836.4070351758794	NJ2938_2005.5__1837.9396984924624	NJ2938_2005.5__1839.4723618090452	NJ2938_2005.5__1841.0050251256282	NJ2938_2005.5__1842.537688442211	NJ2938_2005.5__1844.070351758794	NJ2938_2005.5__1845.6030150753768	NJ2938_2005.5__1847.1356783919598	NJ2938_2005.5__1848.6683417085428	NJ2938_2005.5__1850.2010050251256	NJ2938_2005.5__1851.7336683417086	NJ2938_2005.5__1853.2663316582914	NJ2938_2005.5__1854.7989949748744	NJ2938_2005.5__1856.3316582914572	NJ2938_2005.5__1857.8643216080402	NJ2938_2005.5__1859.3969849246232	NJ2938_2005.5__1860.929648241206	NJ2938_2005.5__1862.462311557789	NJ2938_2005.5__1863.9949748743718	NJ2938_2005.5__1865.5276381909548	NJ2938_2005.5__1867.0603015075376	NJ2938_2005.5__1868.5929648241206	NJ2938_2005.5__1870.1256281407036	NJ2938_2005.5__1871.6582914572864	NJ2938_2005.5__1873.1909547738694	NJ2938_2005.5__1874.7236180904522	NJ2938_2005.5__1876.2562814070352	NJ2938_2005.5__1877.788944723618	NJ2938_2005.5__1879.321608040201	NJ2938_2005.5__1880.854271356784	NJ2938_2005.5__1882.3869346733668	NJ2938_2005.5__1883.9195979899498	NJ2938_2005.5__1885.4522613065326	NJ2938_2005.5__1886.9849246231156	NJ2938_2005.5__1888.5175879396984	NJ2938_2005.5__1890.0502512562814	NJ2938_2005.5__1891.5829145728644	NJ2938_2005.5__1893.1155778894472	NJ2938_2005.5__1894.6482412060302	NJ2938_2005.5__1896.180904522613	NJ2938_2005.5__1897.713567839196	NJ2938_2005.5__1899.2462311557788	NJ2938_2005.5__1900.7788944723618	NJ2938_2005.5__1902.3115577889448	NJ2938_2005.5__1903.8442211055276	NJ2938_2005.5__1905.3768844221106	NJ2938_2005.5__1906.9095477386934	NJ2938_2005.5__1908.4422110552764	NJ2938_2005.5__1909.9748743718592	NJ2938_2005.5__1911.5075376884422	NJ2938_2005.5__1913.0402010050252	NJ2938_2005.5__1914.572864321608	NJ2938_2005.5__1916.105527638191	NJ2938_2005.5__1917.6381909547738	NJ2938_2005.5__1919.1708542713568	NJ2938_2005.5__1920.7035175879396	NJ2938_2005.5__1922.2361809045226	NJ2938_2005.5__1923.7688442211056	NJ2938_2005.5__1925.3015075376884	NJ2938_2005.5__1926.8341708542714	NJ2938_2005.5__1928.3668341708542	NJ2938_2005.5__1929.8994974874372	NJ2938_2005.5__1931.43216080402	NJ2938_2005.5__1932.964824120603	NJ2938_2005.5__1934.497487437186	NJ2938_2005.5__1936.0301507537688	NJ2938_2005.5__1937.5628140703518	NJ2938_2005.5__1939.0954773869346	NJ2938_2005.5__1940.6281407035176	NJ2938_2005.5__1942.1608040201006	NJ2938_2005.5__1943.6934673366834	NJ2938_2005.5__1945.2261306532664	NJ2938_2005.5__1946.7587939698492	NJ2938_2005.5__1948.2914572864322	NJ2938_2005.5__1949.8241206030152	NJ2938_2005.5__1951.356783919598	NJ2938_2005.5__1952.889447236181	NJ2938_2005.5__1954.4221105527638	NJ2938_2005.5__1955.9547738693468	NJ2938_2005.5__1957.4874371859296	NJ2938_2005.5__1959.0201005025126	NJ2938_2005.5__1960.5527638190956	NJ2938_2005.5__1962.0854271356784	NJ2938_2005.5__1963.6180904522612	NJ2938_2005.5__1965.1507537688442	NJ2938_2005.5__1966.6834170854272	NJ2938_2005.5__1968.21608040201	NJ2938_2005.5__1969.748743718593	NJ2938_2005.5__1971.281407035176	NJ2938_2005.5__1972.8140703517588	NJ2938_2005.5__1974.3467336683416	NJ2938_2005.5__1975.8793969849246	NJ2938_2005.5__1977.4120603015076	NJ2938_2005.5__1978.9447236180904	NJ2938_2005.5__1980.4773869346734	NJ2938_2005.5__1982.0100502512564	NJ2938_2005.5__1983.5427135678392	NJ2938_2005.5__1985.075376884422	NJ2938_2005.5__1986.608040201005	NJ2938_2005.5__1988.140703517588	NJ2938_2005.5__1989.6733668341708	NJ2938_2005.5__1991.2060301507538	NJ2938_2005.5__1992.7386934673368	NJ2938_2005.5__1994.2713567839196	NJ2938_2005.5__1995.8040201005026	NJ2938_2005.5__1997.3366834170854	NJ2938_2005.5__1998.8693467336684	NJ2938_2005.5__2000.4020100502512	NJ2938_2005.5__2001.9346733668342	NJ2938_2005.5__2003.4673366834172	NJ2938_2005.5__2005.0
0																																								Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Virginia	Tennessee	Tennessee	Tennessee	Tennessee	Iowa	Texas	Texas	Washington																																								Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Florida	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Indiana	Virginia	Tennessee	Tennessee	Tennessee	Tennessee	Iowa	Texas	Texas	Washington
1500000																																																							Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	Iowa	Iowa	Iowa	Iowa	Iowa	Iowa	Iowa	Iowa	Iowa	Iowa	Iowa	Iowa	Michigan	Michigan	Michigan	Michigan	Michigan	Michigan	Michigan	Michigan	Michigan	Michigan	Michigan	Michigan	Michigan	Michigan	Michigan	Michigan	Michigan	Michigan	Michigan	Michigan	Michigan	Michigan	Michigan	Michigan	Michigan	Michigan	Michigan	Michigan	Michigan	Michigan	Michigan	Michigan	Michigan	Michigan	Michigan	Michigan	Michigan	Michigan	Michigan	Michigan	Michigan	Michigan	Michigan	Michigan	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Iowa	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington																																																							Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	Georgia	Georgia	Georgia	Georgia	Georgia	Georgia	Georgia	Georgia	Georgia	Georgia	Georgia	Georgia	Georgia	Georgia	Georgia	Georgia	California	California	California	California	California	California	California	California	California	California	California	California	California	California	California	California	California	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	NewJersey	NewJersey	NewJersey	NewJersey	NewJersey	NewJersey	NewJersey	NewJersey	NewJersey	NewJersey	NewJersey	NewJersey	NewJersey	NewJersey	NewJersey	NewJersey	NewJersey
3000000																																																																																				Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	NewJersey	NewJersey	NewJersey	NewJersey	NewJersey	NewJersey	NewJersey	NewJersey	NewJersey	NewJersey	NewJersey	NewJersey																																																																																				Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Arizona	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	California	California	California	California	California	California	California	California	California	California	California	California	California	California	California	California	California	California	California	California	California	California	California	California	California	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington
4500000																																																																								Idaho	Idaho	Idaho	Idaho	Idaho	Idaho	Idaho	Idaho	Idaho	Idaho	Idaho	Idaho	Idaho	Idaho	Idaho	Idaho	Idaho	Idaho	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	Tennessee	California	California	California	California	California	California	California	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Texas	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	Virginia	NewJersey	NewJersey	NewJersey	NewJersey	NewJersey	NewJersey	NewJersey	NewJersey	NewJersey	NewJersey	NewJersey	NewJersey	NewJersey	NewJersey	NewJersey	NewJersey	NewJersey	NewJersey	NewJersey																																																																								Idaho	Idaho	Idaho	Idaho	Idaho	Idaho	Idaho	Idaho	Idaho	Idaho	Idaho	Idaho	Idaho	Idaho	Idaho	Idaho	Idaho	Idaho	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Idaho	Idaho	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington	Washington
